Year;Latitude;Longitude;Depth;Mw
2012;38.1355;27.485;9.1;4.4
2012;38.7597;43.1812;6.1;4.2
2012;38.707;43.1963;5.2;4.5
2012;38.6392;37.4392;5;4.8
2012;37.8255;43.0195;9.1;3.7
2012;36.2198;28.7157;63.6;4.5
2012;38.6668;43.219;3.1;3.7
2012;36.8745;27.353;18.9;4.1
2012;37.4807;38.6755;6.3;4.1
2012;35.6593;32.3495;27.4;3.5
2012;37.6708;36.1418;5;3.5
2012;38.6882;43.6278;5;3.7
2012;39.2327;27.8447;8.9;4.2
2012;38.6293;44.1555;5;4.1
2012;36.113;28.4993;9.1;3.7
2012;36.073;28.885;16.6;3.5
2012;38.07;26.8232;13.1;3.8
2012;38.5715;43.2243;2.6;3.8
2012;37.2128;43.6547;14.1;3.7
2012;38.6443;43.1095;5;3.5
2012;38.5927;43.1837;5;3.5
2012;38.5858;43.6915;5;3.5
2012;38.6278;43.1272;4;3.6
2012;36.7492;31.1535;74.9;3.6
2012;36.0457;31.0303;96.3;3.5
2012;38.9703;43.6283;5;4.0
2012;38.8287;43.5712;5;4.5
2012;38.8212;43.5775;5;3.9
2012;38.93;43.6073;5;4.0
2012;38.9868;43.698;5;3.7
2012;37.4828;27.1233;4.4;3.9
2012;37.4753;27.1325;5.9;3.5
2012;37.4757;27.1003;4;4.4
2012;38.5292;43.7298;5;3.5
2012;38.6937;44.1007;5.4;3.7
2012;36.7378;43.2538;5;3.6
2012;36.1432;28.4798;19.6;4.0
2012;38.6428;43.1858;5;3.5
2012;35.2495;27.0865;31.1;3.6
2012;38.705;44.0587;5;4.0
2012;37.7342;37.821;5.4;3.5
2012;39.9485;41.743;5;4.1
2012;38.7185;43.5102;6.3;4.7
2012;36.152;28.4512;8.4;3.6
2012;36.1603;28.44;8.1;4.1
2012;38.7363;43.0885;6.9;4.0
2012;38.9612;43.6073;5;3.8
2012;38.5095;43.7208;5;3.6
2012;38.704;43.4343;5;3.7
2012;38.6695;43.4395;4.8;3.6
2012;38.5097;43.7417;6;3.6
2012;35.5453;27.823;9.5;3.5
2012;38.0235;44.6958;12;3.8
2012;38.5233;43.7135;6.8;3.5
2012;40.078;38.3372;5.4;4.0
2012;40.0077;42.4875;5;3.5
2012;40.2423;27.0355;7.1;3.5
2012;38.6228;43.692;13.9;3.7
2012;36.0552;31.1023;16.1;4.4
2012;38.444;43.4462;2;3.6
2012;38.5438;43.769;0.4;3.9
2012;39.1052;29.1245;0.2;3.8
2012;36.0718;27.2007;8.5;3.6
2012;39.4182;35.3152;4.1;3.9
2012;38.8052;43.5393;5;3.9
2012;35.3163;31.5442;17.2;3.6
2012;38.5753;30.9597;5.5;3.7
2012;35.841;27.1337;27.5;3.7
2012;35.8522;27.1527;28.6;4.0
2012;36.1787;29.0177;53.7;4.2
2012;38.0088;42.6272;5;4.2
2012;38.752;43.5748;6.2;4.4
2011;38.858;43.4428;5;3.6
2011;38.283;44.3705;5;3.6
2011;38.037;44.5798;14;4.1
2011;38.7342;43.5923;5;3.8
2011;37.9985;42.6555;5;3.6
2011;38.953;43.63;5;3.8
2011;36.5153;28.7533;5;3.5
2011;37.9872;42.5798;5;3.5
2011;38.9912;43.6875;5;3.8
2011;38.9328;43.6195;5;3.9
2011;38.8893;43.803;5;4.4
2011;38.6595;43.261;2.4;3.5
2011;37.91;27.0975;5;4.2
2011;37.8313;27.036;5;4.3
2011;39.9942;27.7632;5.3;3.6
2011;38.73;43.2262;4.9;4.4
2011;36.0027;26.011;108.5;3.9
2011;39.5105;36.653;5;3.6
2011;38.9123;43.5707;5;3.6
2011;38.3785;44.1745;5.9;3.5
2011;38.8152;43.5383;5;3.7
2011;39.5432;40.5657;5;3.6
2011;36.9805;30.3208;79.8;4.0
2011;38.6912;43.3787;3;4.1
2011;38.6038;43.1847;5;4.1
2011;38.542;43.1995;5;3.9
2011;38.5022;43.1952;5;3.6
2011;38.8537;43.5707;5;3.8
2011;38.9835;43.7415;5;3.8
2011;38.8523;43.5813;5;3.6
2011;36.8745;44.7445;5;3.5
2011;38.9745;43.8463;4.3;3.5
2011;38.8297;30.1885;4.2;3.8
2011;38.8377;30.2133;5;4.1
2011;38.9228;43.559;5;4.4
2011;38.8357;43.63;5;3.6
2011;38.7255;43.6635;5;3.9
2011;38.6837;42.8427;3.8;3.6
2011;38.8957;43.5958;5;3.9
2011;37.199;43.7393;13;4.4
2011;38.6418;43.2065;5;3.5
2011;38.8527;43.6217;2.5;4.5
2011;39.0805;29.1293;5;3.6
2011;38.8428;26.3172;10.6;3.7
2011;38.8675;26.353;8.5;4.1
2011;38.8522;26.344;10.3;5.0
2011;38.599;43.1547;5;3.6
2011;38.4617;43.2925;4.1;4.9
2011;38.7718;43.2403;6.7;3.6
2011;38.8667;43.7753;5;4.3
2011;38.7327;43.379;9.8;3.8
2011;37.5283;26.6995;8.4;3.9
2011;38.6898;43.5795;6;3.8
2011;38.6368;43.2165;5;3.5
2011;38.5107;43.3987;6;3.8
2011;38.54;43.2765;5;3.8
2011;38.4778;43.4372;4.1;5.0
2011;35.9278;28.4807;21.6;4.5
2011;38.5592;43.061;5;3.6
2011;38.6697;43.2005;5;3.5
2011;38.988;43.6883;5;3.5
2011;38.7153;43.199;5;3.5
2011;38.4757;43.3505;5.5;4.1
2011;38.78;43.54;0.5;3.6
2011;38.724;43.3342;5;3.5
2011;38.614;43.1577;3.2;3.5
2011;38.7562;43.5265;5;3.7
2011;38.8872;43.5903;5;3.8
2011;38.8897;43.5722;5;3.6
2011;38.7667;43.5273;5;3.5
2011;38.9835;43.5835;5;3.7
2011;38.629;43.02;5;4.4
2011;38.9032;43.5777;5;4.3
2011;38.5058;43.2702;4.9;3.6
2011;39.0478;35.935;5;4.3
2011;38.6145;43.2252;5;4.6
2011;38.693;43.175;5;4.5
2011;38.688;43.1933;4.9;4.5
2011;35.6043;27.4665;16.6;3.5
2011;38.6937;43.184;5;3.9
2011;38.6578;43.2797;5;3.6
2011;38.86;43.679;2;4.1
2011;35.1568;26.4225;9.4;3.5
2011;38.8583;43.5955;5;3.5
2011;38.9983;42.5457;3.3;3.6
2011;38.811;43.7812;10.8;3.7
2011;38.7803;43.8682;5;3.8
2011;38.8235;43.8323;5;4.9
2011;38.8202;42.9768;2.5;3.6
2011;38.6458;43.1565;5;3.5
2011;38.6872;43.3843;6;3.8
2011;38.8403;43.5563;5;3.5
2011;38.6562;43.1932;5;3.5
2011;35.1717;29.5075;53.7;3.6
2011;38.8957;43.582;5.9;4.5
2011;38.7367;43.246;2.4;3.5
2011;38.9538;43.5003;2.8;3.5
2011;38.8742;43.6388;5;3.5
2011;39.134;41.5555;4.8;4.6
2011;38.8642;43.5442;5;3.6
2011;38.7322;43.0608;6;3.7
2011;38.7362;43.2838;6;3.6
2011;38.7622;43.2797;8;3.8
2011;38.6992;43.096;6;3.5
2011;38.6998;43.1615;8;5.0
2011;38.8002;43.5972;6;4.0
2011;38.6618;43.0475;6;4.5
2011;38.6545;43.0762;4;4.4
2011;38.5862;43.6712;14;3.5
2011;38.262;42.8657;8;3.5
2011;36.0892;28.9995;22.6;3.6
2011;38.6057;43.4685;6;3.5
2011;38.8935;43.5767;6;3.7
2011;38.903;43.5828;6;3.5
2011;38.889;43.5783;6;4.1
2011;38.8853;43.6012;24;4.1
2011;38.4472;42.9917;4;3.8
2011;38.4588;43.005;6;3.6
2011;38.6567;43.1803;6;4.0
2011;38.6673;43.2023;16;3.5
2011;38.4363;43.4035;6;3.8
2011;39;43.5312;6;3.7
2011;38.6442;43.2207;6;3.7
2011;38.641;43.1973;6;3.5
2011;38.635;43.153;6;3.7
2011;38.8242;43.6018;6;4.0
2011;38.6272;43.2093;6;4.3
2011;38.6662;43.4928;12;3.9
2011;38.9172;43.5825;6;3.5
2011;38.9992;43.5088;6;4.3
2011;39.1235;43.767;6;3.5
2011;39.0918;43.6958;6;3.6
2011;39.0882;43.6835;6;3.7
2011;38.9178;43.5858;6;3.9
2011;38.7777;43.7328;8;3.8
2011;39.106;29.1513;4;3.6
2011;38.6737;43.4815;6;4.2
2011;38.8172;43.5705;6;3.5
2011;38.7112;43.2352;6;3.7
2011;39.1308;29.1738;6;3.6
2011;38.6647;43.5212;4;3.7
2011;38.4855;43.3297;6;4.0
2011;38.9632;43.5592;6;3.6
2011;38.4608;43.2347;6;4.4
2011;38.483;43.2732;6;4.3
2011;38.4692;43.2752;6;3.5
2011;38.4903;43.3057;6;3.5
2011;38.5767;43.5608;5;3.6
2011;38.4802;43.2928;5.1;3.5
2011;38.5385;43.3123;2.9;3.6
2011;38.4883;43.258;5;3.7
2011;38.4197;43.284;4;4.4
2011;38.4217;43.2112;6;5.6
2011;38.9017;43.6125;6;3.6
2011;35.8017;27.4675;20;3.5
2011;38.8445;43.5315;6;3.6
2011;38.6117;43.2148;4;3.5
2011;38.7242;43.087;6;5.4
2011;38.7995;43.4675;6;4.3
2011;38.6732;43.1995;6;4.0
2011;38.6612;43.6452;6;4.3
2011;38.8247;43.6553;6;3.5
2011;38.6233;43.219;6;3.6
2011;38.7828;43.4195;4;3.5
2011;38.9472;43.568;6;4.6
2011;38.8983;43.6085;6;3.5
2011;38.6555;43.339;6;3.5
2011;38.94;43.7363;6;3.7
2011;38.6887;43.6397;6;4.3
2011;38.683;43.6467;6;4.7
2011;38.733;43.5413;5;3.9
2011;38.827;43.0308;5;3.5
2011;38.6733;43.1068;5;3.5
2011;38.9653;43.593;5;3.8
2011;38.6638;43.239;4;4.0
2011;38.9663;43.6305;5;3.6
2011;38.5937;43.1372;5;3.6
2011;38.6078;43.1513;6;4.0
2011;38.6775;43.1727;5;3.5
2011;38.8132;43.4777;6;4.3
2011;38.8115;43.4695;6;3.9
2011;38.9513;43.5542;6;3.8
2011;38.6863;43.3787;4;3.8
2011;38.739;43.4505;6;3.9
2011;38.924;43.5648;6;4.8
2011;38.7243;43.0802;6;3.8
2011;38.7163;43.2142;6;4.1
2011;38.7465;43.3042;5;3.9
2011;38.8062;43.503;6;4.4
2011;35.554;26.8057;14.5;4.4
2011;37.8487;43.3497;14;3.7
2011;38.907;43.5767;6;3.8
2011;38.7247;43.2392;6;4.3
2011;38.8733;43.595;6;4.3
2011;38.8827;43.607;6;3.8
2011;38.822;43.4995;6;3.7
2011;38.7515;43.5108;6;4.1
2011;38.8227;43.4625;6;4.1
2011;38.7743;43.518;6;3.7
2011;38.593;43.1467;6;3.5
2011;38.7147;43.3203;6;3.6
2011;38.6895;43.1708;4;3.5
2011;38.8567;42.724;4.2;3.5
2011;38.8155;42.7887;6;3.9
2011;38.8565;43.5867;6;4.3
2011;38.9603;43.5887;6;3.8
2011;38.9712;43.6383;6;4.1
2011;38.7792;43.3395;4;4.3
2011;38.6985;43.0292;4;3.8
2011;38.8433;43.5652;6;4.5
2011;37.1272;43.5882;6;4.8
2011;38.884;43.5945;5;3.7
2011;38.8705;43.5433;6;4.2
2011;38.873;43.5658;6;4.6
2011;38.7343;43.4482;5;3.6
2011;38.6985;43.4795;2.4;3.6
2011;38.8755;43.5962;6;4.3
2011;36.3978;27.0735;12.1;3.6
2011;38.602;43.4517;6;3.6
2011;38.9528;43.5727;5;3.6
2011;38.8762;43.5933;5;3.5
2011;38.722;43.3588;5;3.5
2011;38.7565;43.339;5;3.5
2011;38.7458;43.373;5;3.6
2011;38.6777;43.498;2.9;3.7
2011;38.9248;43.5653;5;3.5
2011;38.6075;43.141;5;3.6
2011;38.7447;43.2863;2.5;3.8
2011;38.9188;43.58;5;3.6
2011;38.9253;43.6102;5;3.7
2011;38.6795;43.3617;2.6;3.5
2011;38.7208;43.5863;5;4.5
2011;38.9135;43.596;5;3.9
2011;38.8985;43.5503;10;5.1
2011;38.9637;43.5745;5;3.7
2011;38.6252;43.1742;2.9;4.3
2011;38.6598;43.1992;5;3.6
2011;38.7532;43.2897;11.7;3.8
2011;38.7335;43.6928;11.1;3.6
2011;38.597;43.1913;5;4.3
2011;38.8625;43.533;5;3.7
2011;38.7182;43.679;5;3.7
2011;38.8793;43.5492;5;3.5
2011;38.8527;43.5203;4.5;3.6
2011;37.3452;44.3383;5;3.5
2011;38.6312;43.1963;5;4.0
2011;37.4333;44.2603;5;3.6
2011;38.924;43.6002;5;4.4
2011;38.7125;43.4813;5;3.6
2011;38.828;43.5042;2.1;3.5
2011;38.9158;43.614;5;3.5
2011;38.6273;43.0378;5;3.7
2011;38.935;43.5823;5;3.5
2011;38.817;43.6225;5;3.6
2011;38.763;43.5382;3.1;4.2
2011;38.6947;43.6293;6.2;4.3
2011;38.7162;43.5662;5;3.8
2011;36.9932;29.1468;9.3;3.5
2011;38.7617;43.5507;5;3.6
2011;38.866;43.6078;5;4.0
2011;38.7037;43.3922;8.4;3.7
2011;38.5688;43.1647;2.1;4.0
2011;38.6252;43.6402;5;3.7
2011;38.6835;43.1147;2.9;3.7
2011;38.6065;43.5413;5;3.9
2011;38.881;43.5593;5;3.9
2011;38.777;43.3603;3.1;3.5
2011;38.7443;43.5215;7.1;4.0
2011;38.6937;43.2488;5;3.5
2011;38.9083;43.6123;5;4.1
2011;38.6918;43.49;5;3.6
2011;38.6653;43.2705;8.3;3.7
2011;38.8457;43.5533;5;3.6
2011;38.878;43.7042;6.2;3.6
2011;37.4772;43.7893;5.4;3.6
2011;37.2032;44.0835;10;5.4
2011;38.7517;43.4132;6.9;3.9
2011;38.7573;43.417;4.7;3.6
2011;38.495;43.0825;5;3.8
2011;38.6262;43.1723;5;3.7
2011;38.6925;43.2967;5.5;4.4
2011;38.925;43.6198;5;4.4
2011;38.7635;43.4413;5;4.2
2011;38.716;43.3543;5;3.7
2011;38.7785;43.3062;4.6;3.9
2011;38.6563;43.4617;5;3.7
2011;38.7707;43.3863;5.2;4.1
2011;38.7162;43.2953;5.3;4.2
2011;38.651;43.2055;5;4.2
2011;38.6968;43.4653;3.9;4.3
2011;39.1148;43.6595;5;3.6
2011;38.941;43.4912;5;3.6
2011;38.642;43.4108;5;3.8
2011;38.6455;43.0552;5;3.6
2011;38.7578;43.5003;5;3.6
2011;38.744;43.5803;5;4.1
2011;38.7153;43.6868;5;4.0
2011;38.7488;43.112;3.8;3.7
2011;38.747;43.5138;5;4.3
2011;38.6415;43.7432;5;4.0
2011;38.7415;43.5583;2.6;3.6
2011;38.6868;43.2978;5;3.5
2011;38.8222;43.5817;5;3.8
2011;38.8008;43.5675;5;3.8
2011;38.8198;43.5713;5;3.9
2011;38.9417;43.4265;5;3.8
2011;38.6937;43.3288;3.5;3.8
2011;38.8122;43.5803;5;3.6
2011;38.7187;43.2693;5;4.1
2011;38.7282;43.2955;5;4.5
2011;38.827;43.575;5;3.5
2011;38.815;43.527;5;4.5
2011;38.7318;43.5522;5;4.4
2011;38.8998;43.5403;5;3.8
2011;38.8547;43.4365;5;3.8
2011;38.8777;43.5665;5;3.6
2011;38.2518;43.6812;16.2;3.5
2011;38.8465;43.4832;4.3;3.6
2011;38.873;43.6045;5;3.5
2011;38.8185;43.5317;5;4.1
2011;38.7092;43.318;5;4.0
2011;38.6722;43.2477;5;3.8
2011;38.7897;43.4743;5;3.5
2011;38.8163;43.4462;5;3.5
2011;38.9243;43.4818;5;3.6
2011;38.8717;43.5195;5;4.3
2011;38.5873;43.6387;5;4.0
2011;38.7775;43.4313;4.5;4.3
2011;38.7798;43.565;5;3.7
2011;38.8533;43.4325;5;4.2
2011;39.0092;43.5163;14.2;3.5
2011;38.714;43.3837;8.2;3.7
2011;38.6363;43.5542;5;3.7
2011;38.7045;43.2712;4.8;4.0
2011;38.8037;43.486;4.7;3.6
2011;38.6712;43.4462;2.5;4.4
2011;38.8167;43.633;5;4.2
2011;38.7327;43.636;5;3.6
2011;38.8357;43.5055;5;4.5
2011;38.82;43.4075;5;3.6
2011;38.8703;43.6198;5;4.2
2011;38.8398;43.49;5;4.1
2011;38.8653;43.7237;5;3.7
2011;38.7357;43.1592;5;3.8
2011;38.7297;43.569;5.2;5.6
2011;38.729;43.4857;3.2;3.6
2011;38.8448;43.2892;5;3.7
2011;38.6592;43.2105;5.8;3.9
2011;38.9555;43.5307;13.7;3.6
2011;38.9645;43.636;5;3.9
2011;38.72;43.38;0.5;3.5
2011;38.7535;43.477;4.9;3.6
2011;38.8855;43.6295;5;4.3
2011;38.7155;43.552;5;3.6
2011;38.9665;43.5707;5;3.6
2011;38.7157;43.234;4.4;3.7
2011;38.8653;43.6917;5;3.7
2011;38.8072;43.276;3.3;3.8
2011;38.6958;43.4027;5;3.7
2011;38.6727;43.2243;5;3.8
2011;38.7445;43.2055;4;3.5
2011;38.7552;43.1905;5;4.3
2011;38.4705;43.2703;3.9;4.1
2011;38.925;43.4987;5;3.6
2011;38.5507;43.1103;5;3.7
2011;38.714;43.3433;5.3;3.5
2011;38.6302;43.2202;5;3.9
2011;38.7173;43.5697;5;4.5
2011;38.7392;43.4745;5;3.5
2011;38.6693;43.3103;5;3.6
2011;38.771;43.179;2.1;4.4
2011;38.6932;43.3228;5;3.9
2011;38.7;43.0892;8.7;3.9
2011;38.6747;43.1658;5;3.7
2011;38.884;43.4742;5;3.6
2011;38.781;43.5505;5;3.6
2011;38.7263;43.2247;2.5;4.2
2011;38.9025;43.4803;5;4.1
2011;38.9133;43.5128;5;4.1
2011;38.9227;43.5103;2.4;3.6
2011;38.6465;43.215;2.6;3.5
2011;38.699;43.2005;6.8;3.6
2011;38.7387;43.2865;5;4.7
2011;38.806;43.372;5.2;3.9
2011;38.923;43.5168;5;4.3
2011;38.6988;43.3513;5;4.0
2011;38.7033;43.1452;4.6;3.6
2011;38.9778;43.6862;13.7;3.9
2011;38.7975;43.5538;5;3.7
2011;38.7172;43.4025;3.9;4.1
2011;38.7217;43.4695;3.9;4.2
2011;38.7362;43.3433;9.9;3.7
2011;36.5117;28.7085;12.7;3.9
2011;38.7382;43.4988;5;3.8
2011;36.5387;28.7073;13.2;3.7
2011;38.5843;43.2573;5;3.5
2011;38.9848;43.7562;22.4;3.6
2011;38.8235;43.4138;9.3;3.6
2011;38.6693;43.5113;7.3;4.5
2011;38.7953;43.505;18.3;3.5
2011;38.5747;43.2832;3.9;4.5
2011;38.846;43.4222;4;4.3
2011;38.8735;43.5962;2.1;3.5
2011;38.7797;43.6057;5;3.7
2011;38.6145;43.5837;8.4;4.1
2011;38.8105;43.6215;5;4.5
2011;38.7765;43.2762;4.7;4.4
2011;38.8212;43.2598;24.3;3.9
2011;38.6898;43.2577;5;3.9
2011;38.9112;43.6628;5;3.5
2011;38.6512;43.2258;5;4.3
2011;38.7327;43.2712;5;3.9
2011;38.8565;43.556;5;4.0
2011;38.5635;43.553;5.2;3.6
2011;38.6102;43.1073;5;3.9
2011;38.8623;43.374;5;3.9
2011;38.7375;43.1607;2.3;3.9
2011;38.8958;43.6078;5;4.0
2011;38.7545;43.3417;3;3.9
2011;38.7792;43.481;5.5;3.7
2011;38.8787;43.6452;2.9;4.0
2011;38.7855;43.3692;4.5;4.0
2011;38.7317;43.5062;5;3.5
2011;38.7415;43.2123;5;3.6
2011;38.5868;43.5185;9.8;4.0
2011;38.7125;43.6565;5.4;3.9
2011;38.6572;43.0337;5;3.6
2011;38.9717;43.7305;5;3.5
2011;38.641;43.0857;5;4.4
2011;38.964;43.4352;3.4;4.0
2011;38.662;43.0207;2.6;3.6
2011;38.8012;43.3625;5;3.6
2011;38.903;43.5445;5;3.8
2011;38.962;43.4923;5;3.6
2011;39.1012;43.5308;9.3;3.6
2011;38.6798;43.2097;5;3.6
2011;38.6732;42.9452;5;4.0
2011;38.6377;43.0828;5;5.9
2011;38.6813;43.4585;5;3.6
2011;38.7602;43.4647;5;3.9
2011;38.7185;43.0243;3.2;3.8
2011;38.735;43.23;3.3;4.4
2011;38.6587;43.1848;5;4.1
2011;38.7852;43.2703;5;4.9
2011;38.9653;43.5448;5;3.6
2011;38.776;43.3507;8.1;4.6
2011;38.7315;43.376;5.2;3.5
2011;38.665;43.3935;5;4.2
2011;38.6753;43.1345;5.5;3.6
2011;38.7023;43.2948;2.1;5.0
2011;38.7235;43.254;5.8;3.7
2011;38.693;43.1022;5;3.6
2011;38.6873;43.2647;15.5;3.5
2011;38.716;43.4278;5;3.5
2011;39.0655;42.2388;8.9;3.5
2011;38.7342;43.509;5;4.0
2011;38.7563;43.1797;5;3.6
2011;38.6312;43.0833;11.7;3.9
2011;38.752;43.553;5;4.5
2011;38.7462;43.3162;5.3;4.3
2011;38.7667;43.1677;8.8;3.5
2011;38.6113;43.0995;5;3.5
2011;38.6485;43.1953;5;4.4
2011;38.6537;43.06;3.3;3.7
2011;38.8907;43.3432;18.6;3.5
2011;38.7547;43.2227;4.4;3.8
2011;39.0272;43.0467;5;3.8
2011;38.76;43.7137;4.5;3.7
2011;38.8542;44.0223;7.5;3.6
2011;38.7695;43.5735;5.4;3.9
2011;38.7468;43.2487;4.6;3.8
2011;38.8275;43.2453;5;3.6
2011;38.7562;43.5078;5;3.6
2011;38.8508;43.3263;5;4.3
2011;38.93;43.64;0.5;3.6
2011;38.6147;43.1697;4.1;3.9
2011;38.715;43.107;5.4;4.0
2011;38.7588;43.3375;7.2;4.3
2011;38.827;43.3917;5.6;3.6
2011;38.7287;43.192;5;4.3
2011;38.6937;43.0643;5;3.8
2011;38.8772;43.4;5;3.9
2011;38.8885;43.5557;2.7;4.0
2011;38.8082;43.6537;5;3.7
2011;38.7707;43.6007;5;3.9
2011;38.7857;43.1627;5;3.8
2011;38.7762;43.197;5.4;4.2
2011;38.73;43.2;0.9;3.9
2011;38.81;43.3;0.5;3.5
2011;38.801;43.0693;28;3.9
2011;38.739;43.298;12.6;4.0
2011;38.8022;43.254;5;5.5
2011;38.7462;43.281;8.7;3.8
2011;38.837;43.3102;5;4.2
2011;38.437;43.4148;10.5;4.5
2011;38.7508;43.2342;10;3.9
2011;38.6958;43.0475;4.4;4.8
2011;38.8137;43.4462;5;5.4
2011;38.8157;43.3382;5.2;4.9
2011;38.7513;43.5952;9;5.1
2011;38.7212;43.411;5;7.2
2011;35.7647;30.555;8;3.7
2011;38.97;42.28;0.5;3.7
2011;35.598;29.737;8.6;3.6
2011;40.7293;28.1145;7;3.8
2011;35.52;30.14;1.9;3.6
2011;35.44;30.15;2;4.1
2011;39.6373;38.6475;7.4;3.8
2011;38.4458;39.325;12.9;3.8
2011;39.36;40.69;0.5;4.0
2011;36.45;28.68;0.3;3.5
2011;35.7083;29.3305;13.3;3.7
2011;41.5617;41.2587;13.7;3.7
2011;39.7113;38.7368;5.7;3.5
2011;37.98;35.22;0.3;3.5
2011;38.0003;35.1603;5;4.3
2011;39.6542;38.6863;5;4.4
2011;35.6522;30.7378;69;3.5
2011;39.1177;29.0412;5.6;3.6
2011;39.7148;38.7742;5;3.5
2011;41.4002;43.9365;10.6;4.2
2011;39.6672;38.7032;7.5;3.9
2011;39.6908;38.6875;5;3.6
2011;39.7003;38.6988;5;3.6
2011;39.7263;38.7088;5;3.7
2011;39.6978;38.7115;2.5;4.2
2011;39.698;38.7433;5;3.9
2011;39.7872;38.851;5;5.5
2011;35.6803;28.8755;28.8;3.5
2011;36.3507;30.9023;28.7;3.5
2011;38.6883;41.3463;5;3.5
2011;36.9088;26.4973;9;4.2
2011;36.8382;26.5313;9.6;4.4
2011;37.3542;36.3138;8.1;3.2
2011;37.3697;36.3235;8.1;4.0
2011;38.0352;30.1175;5;3.7
2011;39.1055;29.106;3.6;3.6
2011;36.1615;28.8238;56.7;3.5
2011;35.0257;26.5673;7;3.7
2011;35.7735;31.1518;5;4.0
2011;35.8942;30.9413;10;3.5
2011;35.6398;26.2817;5;3.5
2011;35.5248;27.3365;31;4.0
2011;36.1753;31.1008;19.6;3.6
2011;35.762;29.381;6.4;3.9
2011;38.9647;27.6032;8.6;3.8
2011;39.1672;29.1152;7.1;4.3
2011;39.4908;39.965;5;4.3
2011;37.5718;29.778;6.9;3.6
2011;39.1308;29.0028;5.2;3.8
2011;39.8628;40.5098;5;3.6
2011;39.0792;29.0695;5.2;3.5
2011;36.8862;30.9907;111.4;3.6
2011;35.6052;30.8918;26.4;3.5
2011;40.4348;28.8943;5.4;4.0
2011;39.077;35.9123;5;4.5
2011;40.4352;28.9083;4.8;3.6
2011;35.8743;30.0665;27.9;4.0
2011;35.6432;27.533;13.5;3.7
2011;40.7888;34.0667;5;3.8
2011;35.5168;26.4748;8.7;3.6
2011;38.895;27.7507;5.1;3.5
2011;40.8342;27.725;2;3.5
2011;38.5688;39.6765;5;4.4
2011;38.5562;40.8753;5;3.5
2011;36.3655;26.728;120.5;3.8
2011;35.4682;27.1785;15.7;4.0
2011;36.099;31.1045;12.5;3.5
2011;35.085;26.5083;15.5;4.5
2011;38.3368;31.868;5;4.8
2011;40.8165;27.7335;7.2;3.5
2011;40.8112;27.7382;17;5.2
2011;40.535;35.233;5.4;3.5
2011;38.5795;39.646;5;3.6
2011;38.5942;39.6372;5;3.5
2011;35.4438;27.7657;16;3.7
2011;39.1208;29.0083;5;3.7
2011;39.119;29.0617;2.7;4.2
2011;35.285;28.9562;12.9;3.6
2011;39.122;29.0772;4.9;3.5
2011;39.1697;29.035;5;3.6
2011;39.1197;29.0955;9.5;4.1
2011;37.6502;26.9162;6.6;3.6
2011;39.122;29.0335;5;4.2
2011;40.173;29.96;6.5;4.6
2011;38.5603;44.3132;5;3.5
2011;38.5657;44.3365;5;4.4
2011;36.6857;26.7882;136;3.7
2011;38.7375;26.5902;9.8;3.5
2011;35.0397;28.957;6.6;3.6
2011;39.1302;29.013;5.5;3.6
2011;39.116;29.0962;5;3.6
2011;39.1167;29.0215;5.4;4.0
2011;36.6525;26.6475;107.4;4.4
2011;39.396;33.217;5;3.5
2011;37.3605;35.8743;16.3;4.5
2011;39.1247;29.0197;4.5;4.0
2011;38.808;26.2002;13.4;3.7
2011;35.9018;35.8248;11.3;3.6
2011;39.1355;29.0043;5.2;3.7
2011;39.0743;28.9955;8.3;4.0
2011;39.0915;28.9905;3;3.8
2011;39.1043;28.9888;4.9;4.0
2011;39.1012;29.0342;5.4;4.4
2011;39.116;29.0152;8.8;4.7
2011;37.1393;42.4888;4.9;3.5
2011;38.5405;39.6132;4.5;3.5
2011;35.2827;31.3378;63.4;3.5
2011;36.9748;27.3962;7.6;3.7
2011;35.1733;28.9468;5;3.5
2011;38.5647;39.6372;5;3.8
2011;37.053;30.9837;110.4;3.5
2011;38.5732;39.6232;5.5;5.2
2011;35.1027;27.6207;25.9;3.6
2011;35.4677;27.743;13.6;4.6
2011;35.0295;26.0515;2.4;3.9
2011;35.5937;27.2677;16.7;3.5
2011;36.6065;28.8223;8.3;3.8
2011;35.8433;31.0555;11.9;3.5
2011;38.3463;33.9202;5;3.9
2011;35.0478;29.0192;58.9;3.5
2011;38.7338;38.0748;5;3.5
2011;39.087;28.3598;13.9;4.6
2011;39.1148;29.0657;5;3.5
2011;35.0682;28.8995;7.7;4.6
2011;39.0848;29.0583;5;3.9
2011;39.0517;29.0723;3;3.6
2011;36.41;43.97;0.8;3.8
2011;35.6503;31.7967;34.3;3.5
2011;39.1593;29.0988;8.1;4.0
2011;39.123;29.0958;5.4;4.2
2011;39.1382;29.1338;5;3.7
2011;39.1227;28.9952;5;3.5
2011;39.1278;28.9963;7.3;3.7
2011;39.1262;29.0537;5.2;3.8
2011;39.0868;29.0348;5;3.8
2011;40.3462;27.509;13.1;3.6
2011;39.1187;29.0227;6.8;3.7
2011;37.3635;42.5445;10.2;3.6
2011;37.3602;42.5418;9;4.6
2011;39.1243;29.081;9.9;4.6
2011;39.1058;29.0378;5;4.1
2011;39.1172;29.0642;7;3.5
2011;39.1035;29.0197;5;3.5
2011;39.111;29.026;5.4;3.8
2011;39.1062;29.124;7.6;4.0
2011;39.1162;29.0213;7.5;4.8
